@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24, unlabeled}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
I, 0.32, 0.21500000000000002, 0.095, 0.305, 0.14, 0.067, 0.0885, 6
M, 0.59, 0.5, 0.165, 1.1045, 0.4565000000000001, 0.2425, 0.34, 15
I, 0.415, 0.325, 0.1, 0.3335, 0.1445, 0.0715, 0.095, 7
F, 0.685, 0.54, 0.215, 1.7025000000000001, 0.664, 0.3655, 0.4735, 14
F, 0.585, 0.475, 0.165, 1.053, 0.458, 0.217, 0.3, 11
F, 0.645, 0.5, 0.225, 1.626, 0.587, 0.4055, 0.41, 15
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, 9
I, 0.5199999999999999, 0.4050000000000001, 0.14, 0.5775, 0.2, 0.145, 0.179, 11
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, 10
M, 0.65, 0.51, 0.155, 1.407, 0.7215, 0.298, 0.335, 9
I, 0.525, 0.385, 0.13, 0.607, 0.2355, 0.125, 0.195, 8
I, 0.27999999999999997, 0.21, 0.08499999999999999, 0.1075, 0.0415, 0.024, 0.034, 5
F, 0.62, 0.49, 0.16, 1.056, 0.49300000000000005, 0.24399999999999997, 0.2725, 9
I, 0.375, 0.2800000000000001, 0.08499999999999999, 0.2145, 0.0855, 0.048499999999999995, 0.072, 7
M, 0.63, 0.49, 0.155, 1.229, 0.535, 0.29, 0.335, 11
M, 0.575, 0.47, 0.15, 0.9785, 0.4505, 0.196, 0.276, 9
M, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, 9
M, 0.695, 0.56, 0.19, 1.494, 0.588, 0.3425, 0.485, 15
M, 0.485, 0.355, 0.12000000000000001, 0.547, 0.21499999999999997, 0.1615, 0.14, 10
M, 0.64, 0.505, 0.18, 1.297, 0.59, 0.3125, 0.363, 11
I, 0.365, 0.27, 0.075, 0.22149999999999997, 0.09499999999999999, 0.0445, 0.07, 6
M, 0.4, 0.32, 0.095, 0.303, 0.1335, 0.06, 0.1, 7
M, 0.275, 0.2, 0.08, 0.099, 0.037, 0.024, 0.03, 5
M, 0.57, 0.44, 0.17499999999999996, 0.9415, 0.3805, 0.2285, 0.283, 9
M, 0.58, 0.45, 0.155, 0.8275000000000001, 0.321, 0.1975, 0.2445, 8
I, 0.29, 0.21, 0.07, 0.1115, 0.047999999999999994, 0.0205, 0.03, 5
I, 0.4749999999999999, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, 8
F, 0.565, 0.505, 0.21, 1.2765, 0.501, 0.279, 0.355, 12
M, 0.31, 0.225, 0.08, 0.1345, 0.054, 0.024, 0.05, 7
F, 0.615, 0.475, 0.165, 1.023, 0.49050000000000005, 0.1955, 0.3035, 12
M, 0.625, 0.48, 0.18, 1.223, 0.565, 0.2975, 0.3375, 10
I, 0.235, 0.18, 0.060000000000000005, 0.057999999999999996, 0.022, 0.014500000000000002, 0.018, 6
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, 8
F, 0.665, 0.57, 0.185, 1.522, 0.6965, 0.3025, 0.405, 13
I, 0.44, 0.345, 0.115, 0.545, 0.269, 0.111, 0.1305, 6
I, 0.6, 0.44499999999999995, 0.17499999999999996, 1.057, 0.383, 0.21600000000000003, 0.355, 16
F, 0.6, 0.475, 0.16, 1.0265, 0.485, 0.2495, 0.2565, 9
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, 10
M, 0.745, 0.585, 0.215, 2.499, 0.9265, 0.4719999999999999, 0.7, 17
I, 0.32, 0.24, 0.075, 0.1735, 0.076, 0.0355, 0.05, 7
M, 0.63, 0.495, 0.16, 1.093, 0.497, 0.221, 0.315, 12
M, 0.59, 0.44499999999999995, 0.14, 0.9309999999999999, 0.356, 0.234, 0.28, 12
F, 0.465, 0.36000000000000004, 0.12000000000000001, 0.4765, 0.192, 0.11250000000000002, 0.16, 10
M, 0.575, 0.475, 0.16, 1.114, 0.4955, 0.2745, 0.29, 9
I, 0.36, 0.27, 0.08499999999999999, 0.196, 0.0875, 0.035, 0.064, 4
I, 0.525, 0.42999999999999994, 0.15, 0.7365, 0.3225, 0.161, 0.215, 11
M, 0.61, 0.48, 0.165, 1.2435, 0.5575, 0.2675, 0.372, 8
M, 0.57, 0.45999999999999996, 0.15, 1.0375, 0.5415, 0.2035, 0.25, 9
F, 0.585, 0.455, 0.165, 0.998, 0.345, 0.2495, 0.315, 12
I, 0.4749999999999999, 0.355, 0.105, 0.46799999999999997, 0.201, 0.11149999999999999, 0.12, 8
M, 0.625, 0.49, 0.185, 1.169, 0.5275, 0.2535, 0.344, 11
F, 0.66, 0.505, 0.185, 1.528, 0.69, 0.3025, 0.441, 11
F, 0.575, 0.465, 0.195, 0.9965, 0.417, 0.247, 0.47, 8
M, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, 10
I, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, 10
F, 0.48999999999999994, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, 10
F, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, 11
F, 0.695, 0.55, 0.155, 1.8494999999999997, 0.767, 0.442, 0.4175, 10
F, 0.66, 0.53, 0.185, 1.346, 0.546, 0.2705, 0.476, 11
I, 0.4749999999999999, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, 10
F, 0.415, 0.325, 0.115, 0.3455, 0.1405, 0.0765, 0.11, 9
M, 0.5199999999999999, 0.4, 0.125, 0.559, 0.254, 0.139, 0.149, 8
I, 0.555, 0.395, 0.13, 0.5585, 0.222, 0.1245, 0.17, 9
I, 0.46, 0.37, 0.12000000000000001, 0.5335, 0.2645, 0.10800000000000001, 0.1345, 6
M, 0.735, 0.59, 0.205, 2.087, 0.909, 0.47400000000000003, 0.625, 12
M, 0.56, 0.425, 0.135, 0.849, 0.3265, 0.221, 0.2645, 10
F, 0.625, 0.515, 0.155, 1.1635, 0.4875, 0.259, 0.355, 11
I, 0.61, 0.465, 0.15, 0.9605, 0.44949999999999996, 0.1725, 0.286, 9
I, 0.21500000000000002, 0.17, 0.055, 0.0605, 0.0205, 0.014, 0.02, 6
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, 8
I, 0.625, 0.485, 0.16, 1.15, 0.5255, 0.257, 0.3315, 11
I, 0.465, 0.345, 0.11, 0.44149999999999995, 0.1755, 0.0905, 0.12, 7
M, 0.605, 0.475, 0.15, 1.15, 0.575, 0.23200000000000004, 0.297, 10
I, 0.235, 0.175, 0.08, 0.0645, 0.0215, 0.0175, 0.0215, 5
M, 0.65, 0.495, 0.16999999999999998, 1.276, 0.6215, 0.23049999999999998, 0.399, 11
M, 0.515, 0.395, 0.12000000000000001, 0.646, 0.285, 0.1365, 0.172, 9
F, 0.525, 0.38, 0.14, 0.6065, 0.19400000000000003, 0.1475, 0.21, 14
M, 0.36, 0.295, 0.13, 0.2765, 0.0895, 0.057, 0.1005, 10
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, 8
F, 0.64, 0.51, 0.2, 1.3905, 0.61, 0.3315, 0.41, 12
F, 0.39, 0.30000000000000004, 0.1, 0.265, 0.1075, 0.06, 0.0865, 13
F, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, 12
F, 0.725, 0.575, 0.17499999999999996, 2.124, 0.765, 0.4515, 0.85, 20
M, 0.45, 0.345, 0.105, 0.4115, 0.18, 0.11250000000000002, 0.135, 7
F, 0.63, 0.485, 0.19, 1.2435, 0.4635, 0.3055, 0.39, 21
M, 0.6, 0.495, 0.195, 1.0575, 0.384, 0.19, 0.375, 26
F, 0.7, 0.585, 0.185, 1.8075, 0.7055, 0.3215, 0.475, 29
I, 0.15, 0.1, 0.025, 0.015, 0.0045, 0.0040, 0.0050, 2
F, 0.7, 0.54, 0.215, 1.978, 0.6675, 0.3125, 0.71, 24
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, unlabeled
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, unlabeled
M, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, unlabeled
M, 0.61, 0.48, 0.14, 1.0625, 0.516, 0.225, 0.2915, unlabeled
M, 0.665, 0.52, 0.17499999999999996, 1.3725, 0.606, 0.32, 0.395, unlabeled
M, 0.27, 0.2, 0.08, 0.1205, 0.0465, 0.028, 0.04, unlabeled
F, 0.48999999999999994, 0.365, 0.13, 0.6835, 0.165, 0.1315, 0.205, unlabeled
M, 0.31, 0.235, 0.060000000000000005, 0.12, 0.0415, 0.033, 0.04, unlabeled
I, 0.4749999999999999, 0.365, 0.125, 0.5465, 0.22899999999999998, 0.11849999999999998, 0.172, unlabeled
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, unlabeled
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.12300000000000001, 0.209, unlabeled
M, 0.56, 0.44, 0.14, 0.971, 0.443, 0.2045, 0.265, unlabeled
F, 0.555, 0.42, 0.11, 0.9309999999999999, 0.44449999999999995, 0.171, 0.225, unlabeled
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, unlabeled
I, 0.54, 0.425, 0.135, 0.686, 0.3475, 0.1545, 0.213, unlabeled
M, 0.635, 0.495, 0.15, 1.081, 0.4825, 0.242, 0.31, unlabeled
M, 0.635, 0.485, 0.18, 1.1795, 0.4784999999999999, 0.2775, 0.355, unlabeled
F, 0.595, 0.475, 0.16999999999999998, 1.247, 0.48, 0.225, 0.425, unlabeled
I, 0.5049999999999999, 0.4050000000000001, 0.13, 0.6015, 0.3015, 0.11, 0.18, unlabeled
I, 0.32, 0.24999999999999997, 0.08, 0.1565, 0.05700000000000001, 0.034, 0.06, unlabeled
F, 0.5049999999999999, 0.38, 0.145, 0.651, 0.2935, 0.19, 0.17, unlabeled
F, 0.545, 0.41, 0.14, 0.7405, 0.3565, 0.1775, 0.203, unlabeled
F, 0.67, 0.54, 0.165, 1.5015000000000003, 0.518, 0.358, 0.505, unlabeled
F, 0.48999999999999994, 0.37500000000000006, 0.135, 0.6125, 0.2555, 0.102, 0.22, unlabeled
F, 0.655, 0.52, 0.19, 1.4545, 0.6, 0.38650000000000007, 0.383, unlabeled
I, 0.405, 0.305, 0.1, 0.271, 0.0965, 0.061, 0.091, unlabeled
M, 0.69, 0.53, 0.21, 1.5830000000000002, 0.7355, 0.405, 0.3865, unlabeled
M, 0.58, 0.455, 0.135, 0.7955000000000001, 0.4050000000000001, 0.167, 0.204, unlabeled
F, 0.48999999999999994, 0.365, 0.145, 0.6345, 0.1995, 0.1625, 0.22, unlabeled
I, 0.405, 0.31, 0.11, 0.9099999999999999, 0.41600000000000004, 0.20750000000000002, 0.0995, unlabeled
M, 0.5049999999999999, 0.385, 0.11, 0.655, 0.3185, 0.15, 0.185, unlabeled
I, 0.185, 0.13, 0.045, 0.029000000000000005, 0.012, 0.0075, 0.0095, unlabeled
F, 0.47, 0.355, 0.14, 0.433, 0.1525, 0.095, 0.152, unlabeled
F, 0.525, 0.42999999999999994, 0.125, 0.813, 0.3315, 0.166, 0.1775, unlabeled
I, 0.44, 0.335, 0.115, 0.4215, 0.173, 0.0765, 0.113, unlabeled
I, 0.425, 0.345, 0.125, 0.425, 0.16, 0.0795, 0.154, unlabeled
I, 0.5, 0.385, 0.12000000000000001, 0.56, 0.2835, 0.10299999999999998, 0.135, unlabeled
F, 0.6, 0.465, 0.15, 1.1025, 0.5455, 0.262, 0.25, unlabeled
M, 0.63, 0.465, 0.15, 1.027, 0.537, 0.188, 0.176, unlabeled
M, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, unlabeled
F, 0.53, 0.425, 0.16999999999999998, 0.949, 0.3485, 0.2395, 0.278, unlabeled
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, unlabeled
F, 0.5, 0.385, 0.105, 0.498, 0.1795, 0.1095, 0.17, unlabeled
M, 0.66, 0.515, 0.2, 1.6465, 0.749, 0.422, 0.401, unlabeled
I, 0.525, 0.4, 0.125, 0.5655, 0.24349999999999997, 0.11900000000000001, 0.175, unlabeled
F, 0.34, 0.255, 0.08499999999999999, 0.204, 0.09699999999999999, 0.021, 0.05, unlabeled
I, 0.43, 0.325, 0.1, 0.3645, 0.1575, 0.0825, 0.105, unlabeled
M, 0.355, 0.265, 0.08499999999999999, 0.201, 0.069, 0.053, 0.0695, unlabeled
F, 0.625, 0.5, 0.15, 0.953, 0.3445, 0.22350000000000003, 0.305, unlabeled
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.11900000000000001, 0.1725, unlabeled
F, 0.665, 0.5, 0.15, 1.2475, 0.4625, 0.2955, 0.3595, unlabeled
M, 0.64, 0.505, 0.165, 1.4435000000000002, 0.6145, 0.3035, 0.39, unlabeled
M, 0.5, 0.4, 0.13, 0.6645, 0.258, 0.133, 0.24, unlabeled
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, unlabeled
M, 0.595, 0.45, 0.145, 0.959, 0.463, 0.20649999999999996, 0.2535, unlabeled
I, 0.44, 0.365, 0.11, 0.44649999999999995, 0.213, 0.089, 0.1135, unlabeled
F, 0.58, 0.45, 0.185, 0.9955, 0.3945000000000001, 0.272, 0.285, unlabeled
M, 0.55, 0.435, 0.145, 0.843, 0.328, 0.1915, 0.255, unlabeled
M, 0.48999999999999994, 0.38, 0.11, 0.554, 0.2935, 0.10049999999999999, 0.15, unlabeled
F, 0.62, 0.51, 0.17499999999999996, 1.2705, 0.5415, 0.323, 0.3225, unlabeled
I, 0.525, 0.4, 0.14, 0.601, 0.2625, 0.1285, 0.1835, unlabeled
M, 0.325, 0.24, 0.075, 0.155, 0.0475, 0.0355, 0.06, unlabeled
F, 0.7, 0.535, 0.17499999999999996, 1.773, 0.6805, 0.48, 0.512, unlabeled
M, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, unlabeled
F, 0.71, 0.55, 0.16999999999999998, 1.614, 0.743, 0.345, 0.45, unlabeled
I, 0.31, 0.235, 0.09, 0.127, 0.047999999999999994, 0.030999999999999996, 0.04, unlabeled
M, 0.65, 0.515, 0.185, 1.3745, 0.75, 0.1805, 0.369, unlabeled
I, 0.29999999999999993, 0.22, 0.065, 0.1235, 0.059000000000000004, 0.026, 0.0315, unlabeled
I, 0.575, 0.425, 0.135, 0.7965000000000001, 0.364, 0.196, 0.239, unlabeled
F, 0.635, 0.475, 0.15, 1.1845, 0.533, 0.307, 0.291, unlabeled
M, 0.565, 0.44499999999999995, 0.15, 0.796, 0.3635, 0.184, 0.219, unlabeled
I, 0.175, 0.13, 0.055, 0.0315, 0.010500000000000002, 0.006499999999999999, 0.0125, unlabeled
M, 0.72, 0.565, 0.2, 1.787, 0.718, 0.38499999999999995, 0.529, unlabeled
I, 0.345, 0.255, 0.08499999999999999, 0.2005, 0.105, 0.037, 0.05, unlabeled
M, 0.395, 0.295, 0.115, 0.316, 0.1205, 0.05949999999999999, 0.1105, unlabeled
I, 0.255, 0.185, 0.07, 0.075, 0.028, 0.018, 0.025, unlabeled
M, 0.595, 0.475, 0.14, 1.0305, 0.4925, 0.217, 0.278, unlabeled
M, 0.45, 0.355, 0.115, 0.478, 0.18, 0.11849999999999998, 0.155, unlabeled
M, 0.47, 0.37500000000000006, 0.115, 0.4265, 0.1685, 0.0755, 0.15, unlabeled
M, 0.555, 0.435, 0.135, 0.858, 0.37699999999999995, 0.1585, 0.29, unlabeled
I, 0.53, 0.42999999999999994, 0.13, 0.7045, 0.346, 0.1415, 0.189, unlabeled
I, 0.41, 0.31, 0.11, 0.315, 0.12400000000000001, 0.082, 0.095, unlabeled
F, 0.51, 0.39000000000000007, 0.105, 0.612, 0.187, 0.15, 0.195, unlabeled
M, 0.35, 0.265, 0.09, 0.22549999999999998, 0.09949999999999999, 0.048499999999999995, 0.07, unlabeled
I, 0.19, 0.13, 0.045, 0.026500000000000003, 0.009000000000000001, 0.005000000000000001, 0.0090, unlabeled
I, 0.46, 0.365, 0.115, 0.511, 0.2365, 0.11799999999999998, 0.123, unlabeled
M, 0.665, 0.505, 0.16, 1.289, 0.6145, 0.253, 0.3665, unlabeled
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, unlabeled
I, 0.385, 0.30000000000000004, 0.09, 0.247, 0.1225, 0.044, 0.0675, unlabeled
F, 0.525, 0.425, 0.16, 0.8355000000000001, 0.3545, 0.2135, 0.245, unlabeled
M, 0.51, 0.395, 0.125, 0.5805, 0.244, 0.1335, 0.188, unlabeled
F, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, unlabeled
I, 0.2, 0.145, 0.060000000000000005, 0.037, 0.0125, 0.0095, 0.011, unlabeled
I, 0.585, 0.475, 0.16, 1.0505, 0.48, 0.234, 0.285, unlabeled
I, 0.5199999999999999, 0.38, 0.125, 0.5545, 0.288, 0.1295, 0.167, unlabeled
I, 0.25, 0.19, 0.065, 0.0835, 0.039, 0.015, 0.025, unlabeled
F, 0.595, 0.47, 0.25, 1.283, 0.46199999999999997, 0.2475, 0.445, unlabeled
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, unlabeled
F, 0.56, 0.435, 0.185, 1.106, 0.422, 0.2435, 0.33, unlabeled
I, 0.23000000000000004, 0.165, 0.060000000000000005, 0.0515, 0.019, 0.014500000000000002, 0.036, unlabeled
M, 0.65, 0.5, 0.14, 1.238, 0.6165, 0.23549999999999996, 0.32, unlabeled
I, 0.43, 0.34, 0.125, 0.384, 0.1375, 0.061, 0.146, unlabeled
F, 0.4749999999999999, 0.36000000000000004, 0.125, 0.44699999999999995, 0.1695, 0.081, 0.14, unlabeled
F, 0.5049999999999999, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, unlabeled
M, 0.645, 0.51, 0.195, 1.226, 0.5885, 0.2215, 0.3745, unlabeled
F, 0.705, 0.55, 0.16999999999999998, 1.219, 0.6395, 0.23599999999999996, 0.301, unlabeled
I, 0.385, 0.2800000000000001, 0.095, 0.257, 0.11900000000000001, 0.059, 0.07, unlabeled
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, unlabeled
I, 0.4, 0.315, 0.09, 0.3245, 0.151, 0.073, 0.088, unlabeled
I, 0.27999999999999997, 0.2, 0.065, 0.0895, 0.036, 0.0185, 0.03, unlabeled
M, 0.63, 0.515, 0.17499999999999996, 1.1955, 0.492, 0.247, 0.37, unlabeled
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.22249999999999998, 0.2775, unlabeled
M, 0.625, 0.49, 0.165, 1.1835, 0.517, 0.23750000000000002, 0.39, unlabeled
I, 0.45, 0.345, 0.135, 0.44299999999999995, 0.1975, 0.0875, 0.1175, unlabeled
F, 0.575, 0.45999999999999996, 0.145, 0.9945, 0.466, 0.229, 0.265, unlabeled
F, 0.5, 0.39000000000000007, 0.13, 0.6355, 0.2505, 0.1635, 0.195, unlabeled
F, 0.44, 0.34, 0.13, 0.4195, 0.153, 0.11549999999999999, 0.13, unlabeled
F, 0.685, 0.525, 0.17499999999999996, 1.71, 0.5415, 0.309, 0.58, unlabeled
I, 0.44, 0.33, 0.135, 0.522, 0.17, 0.0905, 0.195, unlabeled
F, 0.67, 0.55, 0.155, 1.566, 0.858, 0.339, 0.354, unlabeled
M, 0.58, 0.45999999999999996, 0.15, 1.0165, 0.49099999999999994, 0.221, 0.265, unlabeled
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, unlabeled
I, 0.54, 0.4050000000000001, 0.15, 0.7585000000000001, 0.307, 0.20750000000000002, 0.19, unlabeled
M, 0.63, 0.49, 0.16, 1.09, 0.407, 0.22400000000000003, 0.354, unlabeled
F, 0.63, 0.48, 0.17499999999999996, 1.3675, 0.5015, 0.3035, 0.515, unlabeled
M, 0.515, 0.4, 0.14, 0.7365, 0.2955, 0.184, 0.185, unlabeled
M, 0.635, 0.49, 0.17499999999999996, 1.375, 0.623, 0.2705, 0.395, unlabeled
I, 0.37, 0.275, 0.09, 0.2065, 0.096, 0.0395, 0.058, unlabeled
F, 0.605, 0.45, 0.195, 1.098, 0.4809999999999999, 0.2895, 0.315, unlabeled
I, 0.21000000000000002, 0.15, 0.045, 0.04, 0.013500000000000002, 0.0080, 0.0105, unlabeled
M, 0.47, 0.365, 0.135, 0.522, 0.23950000000000002, 0.1525, 0.145, unlabeled
F, 0.525, 0.39000000000000007, 0.135, 0.6005, 0.22649999999999998, 0.131, 0.21, unlabeled
M, 0.27999999999999997, 0.205, 0.1, 0.11649999999999999, 0.05449999999999999, 0.028500000000000004, 0.03, unlabeled
M, 0.65, 0.525, 0.19, 1.3685, 0.5975, 0.296, 0.4, unlabeled
M, 0.615, 0.455, 0.15, 0.9335, 0.38200000000000006, 0.247, 0.2615, unlabeled
M, 0.585, 0.45999999999999996, 0.165, 1.1135, 0.5825, 0.2345, 0.274, unlabeled
M, 0.5049999999999999, 0.44, 0.14, 0.8275000000000001, 0.3415, 0.1855, 0.239, unlabeled
I, 0.36, 0.27, 0.08499999999999999, 0.196, 0.0905, 0.034, 0.053, unlabeled
I, 0.495, 0.4, 0.105, 0.602, 0.2505, 0.1265, 0.19, unlabeled
F, 0.585, 0.415, 0.155, 0.6985, 0.3, 0.146, 0.195, unlabeled
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, unlabeled
I, 0.32, 0.255, 0.1, 0.1755, 0.073, 0.0415, 0.065, unlabeled
F, 0.55, 0.425, 0.135, 0.8515, 0.362, 0.196, 0.26999999999999996, unlabeled
I, 0.34, 0.265, 0.07, 0.185, 0.0625, 0.0395, 0.07, unlabeled
F, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, unlabeled
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.10400000000000001, 0.151, unlabeled
I, 0.5199999999999999, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, unlabeled
M, 0.57, 0.465, 0.125, 0.849, 0.3785, 0.1765, 0.24, unlabeled
F, 0.59, 0.465, 0.16999999999999998, 1.0425, 0.4635, 0.24, 0.26999999999999996, unlabeled
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, unlabeled
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, unlabeled
I, 0.335, 0.24, 0.095, 0.17, 0.062, 0.039, 0.055, unlabeled
M, 0.55, 0.45, 0.17499999999999996, 1.0985, 0.3765, 0.21500000000000002, 0.4, unlabeled
M, 0.575, 0.435, 0.135, 0.992, 0.432, 0.22249999999999998, 0.239, unlabeled
I, 0.545, 0.42999999999999994, 0.15, 0.742, 0.3525, 0.158, 0.208, unlabeled
F, 0.48, 0.39000000000000007, 0.125, 0.6905, 0.219, 0.155, 0.2, unlabeled
M, 0.655, 0.59, 0.2, 1.5455000000000003, 0.654, 0.3765, 0.415, unlabeled
F, 0.58, 0.45999999999999996, 0.135, 0.9259999999999999, 0.40249999999999997, 0.20800000000000002, 0.275, unlabeled
F, 0.45499999999999996, 0.365, 0.115, 0.4305, 0.184, 0.10800000000000001, 0.1245, unlabeled
I, 0.435, 0.335, 0.11, 0.383, 0.1555, 0.0675, 0.135, unlabeled
I, 0.605, 0.435, 0.13, 0.9025, 0.432, 0.174, 0.26, unlabeled
F, 0.41, 0.325, 0.105, 0.3635, 0.159, 0.077, 0.12, unlabeled
I, 0.43, 0.34, 0.12000000000000001, 0.3575, 0.151, 0.0645, 0.1045, unlabeled
I, 0.565, 0.42999999999999994, 0.15, 0.8215000000000001, 0.332, 0.1685, 0.29, unlabeled
I, 0.425, 0.325, 0.115, 0.3685, 0.162, 0.0865, 0.1045, unlabeled
M, 0.545, 0.41, 0.14, 0.625, 0.223, 0.16, 0.235, unlabeled
F, 0.605, 0.485, 0.165, 0.9515, 0.4535, 0.19299999999999998, 0.2765, unlabeled
I, 0.45499999999999996, 0.365, 0.135, 0.44099999999999995, 0.1515, 0.11650000000000002, 0.145, unlabeled
I, 0.58, 0.47, 0.15, 0.9069999999999999, 0.44400000000000006, 0.1855, 0.2445, unlabeled
M, 0.7, 0.575, 0.19, 2.273, 1.095, 0.418, 0.638, unlabeled
F, 0.675, 0.55, 0.19, 1.5510000000000002, 0.7105, 0.3685, 0.412, unlabeled
I, 0.54, 0.425, 0.13, 0.7205, 0.2955, 0.169, 0.225, unlabeled
I, 0.26499999999999996, 0.195, 0.060000000000000005, 0.092, 0.0345, 0.025, 0.0245, unlabeled
I, 0.37, 0.2800000000000001, 0.1, 0.221, 0.1165, 0.0265, 0.0635, unlabeled
I, 0.35, 0.26, 0.08499999999999999, 0.174, 0.0705, 0.0345, 0.06, unlabeled
M, 0.57, 0.44, 0.095, 0.827, 0.3395, 0.2215, 0.235, unlabeled
F, 0.53, 0.42, 0.16999999999999998, 0.828, 0.41, 0.20800000000000002, 0.1505, unlabeled
I, 0.44, 0.34, 0.1, 0.379, 0.1725, 0.0815, 0.101, unlabeled
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.23099999999999998, 0.276, unlabeled
M, 0.425, 0.34, 0.12000000000000001, 0.388, 0.149, 0.087, 0.125, unlabeled
I, 0.295, 0.22, 0.065, 0.1295, 0.052, 0.028, 0.035, unlabeled
I, 0.38, 0.2800000000000001, 0.08499999999999999, 0.2735, 0.11499999999999999, 0.061, 0.085, unlabeled
I, 0.435, 0.33, 0.105, 0.335, 0.156, 0.0555, 0.105, unlabeled
F, 0.66, 0.525, 0.2, 1.463, 0.6525, 0.2995, 0.422, unlabeled
F, 0.585, 0.45, 0.16999999999999998, 0.8685, 0.3325, 0.1635, 0.26999999999999996, unlabeled
F, 0.495, 0.4, 0.155, 0.6445, 0.24200000000000002, 0.1325, 0.205, unlabeled
F, 0.5199999999999999, 0.4050000000000001, 0.115, 0.776, 0.32, 0.1845, 0.22, unlabeled
M, 0.55, 0.45, 0.155, 0.7895000000000001, 0.343, 0.159, 0.25, unlabeled
M, 0.605, 0.47, 0.115, 1.114, 0.39249999999999996, 0.291, 0.31, unlabeled
M, 0.43, 0.35, 0.11, 0.406, 0.1675, 0.081, 0.135, unlabeled
F, 0.685, 0.535, 0.17499999999999996, 1.5845, 0.7175, 0.3775, 0.4215, unlabeled
F, 0.64, 0.475, 0.19, 1.151, 0.43649999999999994, 0.281, 0.3805, unlabeled
I, 0.315, 0.235, 0.075, 0.1485, 0.0585, 0.0375, 0.0425, unlabeled
F, 0.545, 0.42999999999999994, 0.16, 0.844, 0.3945000000000001, 0.1855, 0.231, unlabeled
I, 0.34, 0.24999999999999997, 0.07, 0.22249999999999998, 0.104, 0.0425, 0.055, unlabeled
F, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, unlabeled
M, 0.67, 0.525, 0.18, 1.4915000000000003, 0.728, 0.343, 0.381, unlabeled
I, 0.58, 0.42, 0.16, 0.728, 0.2725, 0.19, 0.19, unlabeled
